City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
276,diego de almagro,0,CL,1553194362,76,-26.39,-70.05,73.8,3.6
277,richards bay,88,ZA,1553194363,99,-28.77,32.06,71.82,9.86
278,nerchinskiy zavod,64,RU,1553194363,64,51.31,119.61,9.27,2.71
279,varhaug,20,NO,1553194203,87,58.61,5.65,42.8,8.05
280,cabrobo,68,BR,1553194364,79,-8.51,-39.31,82.98,9.19
281,lorengau,32,PG,1553194364,100,-2.02,147.27,80.37,5.17
282,lushoto,8,TZ,1553194365,67,-4.8,38.29,73.89,2.37
283,batagay-alyta,0,RU,1553194365,42,67.8,130.41,-28.98,2.59
284,faya,0,SA,1553191200,39,18.39,42.45,64.4,16.11
285,cabedelo,75,BR,1553191200,66,-6.97,-34.84,87.8,10.29
286,pemba,75,MZ,1553191200,83,-12.97,40.52,82.4,6.93
287,antofagasta,20,CL,1553191200,60,-23.65,-70.4,69.8,14.99
288,sobolevo,44,RU,1553194366,79,54.43,31.9,35.64,7.85
289,lagoa,20,PT,1553194330,48,37.14,-8.45,63.0,5.82
290,tiksi,0,RU,1553194367,66,71.64,128.87,-0.9,19.71
291,te anau,92,NZ,1553194265,91,-45.41,167.72,53.82,2.37
292,pacific grove,1,US,1553194354,58,36.62,-121.92,61.0,4.7
293,mount gambier,90,AU,1553193000,93,-37.83,140.78,62.6,6.93
294,iquique,0,CL,1553191200,56,-20.22,-70.14,73.4,16.11
295,zhigalovo,48,RU,1553194368,78,54.81,105.15,14.49,2.26
296,rochester,1,US,1553194106,75,44.02,-92.46,46.99,14.99
297,chara,20,GR,1553190600,71,39.42,22.43,51.8,5.73
298,martil,40,MA,1553193000,62,35.62,-5.28,59.0,23.04
299,kenai,40,US,1553194324,74,60.55,-151.26,42.8,5.82
300,axim,92,GH,1553194369,100,4.87,-2.24,78.3,9.31
301,johnshaven,75,GB,1553194323,93,56.79,-2.34,55.4,8.05
302,santa cruz,1,US,1553194354,71,36.97,-122.03,62.01,3.15
303,lata,48,IN,1553194373,63,30.78,78.62,39.69,2.59
304,nelson bay,75,AU,1553194234,100,-32.72,152.14,69.01,4.7
305,daru,24,SL,1553194373,79,7.99,-10.85,80.73,8.63
306,sao filipe,20,CV,1553194374,93,14.9,-24.5,71.82,14.0
307,krasyliv,88,UA,1553194374,76,49.66,26.97,43.56,9.98
308,deputatskiy,0,RU,1553194374,61,69.3,139.9,-35.19,2.59
309,puerto escondido,20,MX,1553190060,69,15.86,-97.07,82.4,11.41
310,kisangani,24,CD,1553194374,58,0.52,25.21,86.58,3.6
311,wanaka,8,NZ,1553194375,97,-44.7,169.14,47.07,2.82
312,anda,8,CN,1553194375,61,46.41,125.33,9.72,3.83
313,sabzevar,64,IR,1553194375,87,36.21,57.68,36.63,3.6
314,north bend,75,US,1553194218,76,43.41,-124.22,60.01,6.93
315,ilulissat,40,GL,1553190600,52,69.22,-51.1,-7.61,9.17
316,roald,20,NO,1553194203,87,62.58,6.12,41.0,8.05
317,general cepeda,0,MX,1553194242,60,25.38,-101.48,64.99,5.01
318,sao mateus do maranhao,20,BR,1553194377,84,-4.04,-44.48,86.94,4.38
319,kirakira,68,SB,1553194377,100,-10.46,161.92,83.43,8.41
320,mogadishu,88,SO,1553194202,97,2.04,45.34,82.62,19.48
321,batemans bay,76,AU,1553193959,96,-35.71,150.18,64.99,1.01
322,cradock,0,ZA,1553194378,61,-32.16,25.62,60.12,5.39
323,amapa,75,HN,1553191200,62,15.09,-87.97,84.2,9.17
324,eschwege,0,DE,1553194335,62,51.19,10.06,53.6,1.12
325,luderitz,0,NA,1553194159,69,-26.65,15.16,64.98,18.59
326,puerto leguizamo,20,CO,1553194379,58,-0.19,-74.78,91.8,2.48
327,lambarene,48,GA,1553194379,96,-0.7,10.22,77.67,3.27
328,klyuchevskiy,8,RU,1553194379,68,53.53,119.45,5.58,1.81
329,tautira,40,PF,1553193791,94,-17.73,-149.15,77.0,5.82
330,antalaha,48,MG,1553194380,88,-14.9,50.28,80.73,9.31
331,mayumba,0,GA,1553194380,95,-3.44,10.65,82.17,7.4
332,hobyo,76,SO,1553194380,85,5.35,48.53,79.02,12.55
333,belmonte,0,PT,1553193997,50,40.36,-7.35,55.99,0.36
334,egvekinot,48,RU,1553194381,33,66.32,-179.17,-23.58,2.37
335,ak-dovurak,0,RU,1553194381,65,51.17,90.6,5.4,1.36
336,panaba,8,MX,1553194381,44,21.28,-88.27,85.95,8.52
337,hudson bay,0,CA,1553194385,69,52.86,-102.4,43.47,3.38
338,porbandar,0,IN,1553194385,87,21.64,69.61,71.55,11.43
339,buala,92,SB,1553194385,100,-8.15,159.59,78.48,4.61
340,lappersdorf,20,DE,1553194251,52,49.05,12.09,51.01,6.4
341,bereda,0,ES,1553194204,62,43.27,-7.54,57.2,3.36
342,illapel,0,CL,1553194385,80,-31.63,-71.17,67.23,3.71
343,petropavlovsk-kamchatskiy,0,RU,1553191200,60,53.05,158.65,5.0,4.47
344,dodge city,1,US,1553193992,41,37.75,-100.02,62.01,3.36
345,green river,1,US,1553193911,55,41.53,-109.47,37.4,12.75
346,baruun-urt,24,MN,1553194386,49,46.68,113.28,14.85,9.42
347,noumea,0,NC,1553191200,88,-22.28,166.46,71.6,7.63
348,lensk,12,RU,1553194387,60,60.71,114.91,-3.24,4.16
349,la ronge,5,CA,1553191200,52,55.1,-105.3,41.0,4.7
350,muzaffarabad,8,PK,1553194390,81,34.37,73.47,43.65,4.27
351,esperance,20,TT,1553193997,52,10.24,-61.45,89.6,13.87
352,aldan,24,RU,1553194391,75,58.61,125.39,-4.59,2.48
353,talnakh,88,RU,1553194391,92,69.49,88.39,23.22,10.65
354,chokurdakh,0,RU,1553194395,40,70.62,147.9,-26.1,8.97
355,namibe,0,AO,1553194395,99,-15.19,12.15,78.39,4.94
356,lloydminster,5,CA,1553191200,69,53.28,-110.01,39.2,14.99
357,san carlos de bariloche,75,AR,1553191200,48,-41.13,-71.31,60.8,24.16
358,port hardy,40,CA,1553191200,58,50.7,-127.42,53.6,3.36
359,adre,0,TD,1553194399,49,13.47,22.2,79.92,3.94
360,nefteyugansk,40,RU,1553191200,100,61.09,72.61,28.4,6.71
361,yaan,32,NG,1553194400,82,7.38,8.57,79.47,10.65
362,malkangiri,0,IN,1553194400,93,18.35,81.9,67.32,2.71
363,dwarka,40,IN,1553193907,53,28.58,77.04,81.0,5.82
364,manakara,68,MG,1553194403,97,-22.14,48.01,78.75,8.08
365,praia,40,BR,1553191200,69,-20.25,-43.81,77.0,4.7
366,bubaque,0,GW,1553194407,88,11.28,-15.83,81.72,13.67
367,salalah,0,OM,1553190600,65,17.01,54.1,78.8,2.24
368,nandigama,8,IN,1553193000,83,16.78,80.29,77.0,9.53
369,broome,75,GB,1553194399,81,52.47,1.45,57.2,5.82
370,kiomboi,64,TZ,1553194408,95,-4.28,34.41,66.51,3.27
371,hervey bay,0,AU,1553193909,94,-25.3,152.85,73.0,5.61
372,aleppo,8,SY,1553194408,64,36.2,37.17,52.74,3.15
373,bosaso,0,SO,1553194409,100,11.28,49.18,78.21,2.59
374,point fortin,20,TT,1553193997,52,10.16,-61.68,89.6,13.87
375,general roca,0,AR,1553191200,37,-39.03,-67.58,71.6,3.36
376,buraydah,20,SA,1553191200,35,26.33,43.97,73.4,18.34
377,moroto,0,UG,1553194410,52,2.53,34.66,73.35,5.95
378,paamiut,64,GL,1553194410,100,61.99,-49.67,16.65,12.66
379,calama,0,CL,1553193919,13,-22.46,-68.93,77.0,19.46
380,labuhan,92,ID,1553194411,87,-2.54,115.51,76.32,1.7
381,mwense,76,ZM,1553194411,93,-10.39,28.7,66.24,2.59
382,port lincoln,8,AU,1553194411,100,-34.72,135.86,62.82,13.67
383,kailua,20,US,1553194145,77,21.39,-157.74,75.0,8.19
384,white settlement,1,US,1553194402,25,32.76,-97.46,77.0,6.93
385,nkhotakota,24,MW,1553194412,98,-12.93,34.3,74.07,3.71
386,geraldton,90,CA,1553193120,80,49.72,-86.95,33.8,11.41
387,okato,0,NZ,1553194376,85,-39.19,173.88,55.0,1.99
388,sorland,75,NO,1553190600,64,67.67,12.69,35.6,36.91
389,hurup,32,DK,1553194383,93,56.75,8.42,48.2,12.75
390,wilmington,90,US,1553194303,100,39.75,-75.55,51.01,5.82
391,camacha,20,PT,1553193000,63,33.08,-16.33,64.4,13.87
392,ormara,0,PK,1553194417,92,25.21,64.64,69.66,7.18
393,casper,1,US,1553194096,52,42.87,-106.31,50.0,4.7
394,vila franca do campo,20,PT,1553194409,77,37.72,-25.43,59.0,4.7
395,artigas,12,BR,1553194418,56,-30.4,-56.46,72.27,6.73
396,lumphat,36,KH,1553194418,81,13.5,106.97,77.04,2.71
397,nara,75,JP,1553194415,87,34.68,135.8,60.8,17.22
398,palmer,1,US,1553194415,69,61.6,-149.11,43.0,5.82
399,metro,20,ID,1553194419,100,-5.11,105.31,76.59,3.71
400,onega,12,RU,1553194428,84,63.91,38.09,25.02,8.41
401,laje,88,BR,1553194428,65,-13.18,-39.42,85.5,8.63
402,raudeberg,20,NO,1553194203,75,61.99,5.14,41.0,5.82
403,polunochnoye,0,RU,1553194430,78,60.87,60.43,24.57,6.96
404,broken hill,0,AU,1553191200,27,-31.97,141.45,75.2,11.41
405,selikhino,56,RU,1553194430,76,50.37,137.51,11.25,6.29
406,ishigaki,92,JP,1553194387,96,24.34,124.16,76.32,10.76
407,bandarbeyla,0,SO,1553194431,100,9.49,50.81,78.12,7.4
408,freeport,90,BS,1553191200,69,26.54,-78.7,73.4,2.24
409,takoradi,100,GH,1553194431,100,4.89,-1.75,75.87,7.4
410,sao joao da barra,90,BR,1553191200,74,-21.64,-41.05,78.8,18.34
411,cockburn town,0,TC,1553194432,94,21.46,-71.14,81.0,8.52
412,cotonou,40,BJ,1553191200,84,6.37,2.43,86.0,14.99
413,kaele,0,CM,1553191200,19,10.11,14.45,98.6,4.7
414,sahuaripa,0,MX,1553194432,39,29.05,-109.23,71.1,2.59
415,hwange,68,ZW,1553194432,28,-18.35,26.5,85.59,6.62
416,khasan,24,RU,1553194433,99,42.43,130.64,28.8,15.01
417,svetlaya,80,RU,1553194433,100,46.54,138.33,21.24,24.96
418,charters towers,92,AU,1553194433,91,-20.07,146.27,72.54,5.28
419,kalmunai,36,LK,1553194434,100,7.42,81.82,74.79,1.14
420,pak phanang,24,TH,1553194434,100,8.35,100.2,80.46,5.28
421,mtimbira,36,TZ,1553194435,76,-8.78,36.35,75.42,2.15
422,alofi,92,NU,1553191200,94,-19.06,-169.92,75.2,4.7
423,bay roberts,40,CA,1553194410,38,47.58,-53.28,41.0,27.51
424,beyneu,80,KZ,1553194435,70,45.32,55.19,49.05,5.73
425,ozernovskiy,68,RU,1553194436,90,51.5,156.52,17.46,6.73
426,hericourt,0,FR,1553194337,75,47.57,6.76,53.01,2.24
427,henties bay,0,NA,1553191330,89,-22.12,14.28,62.01,5.01
428,vila velha,40,BR,1553194095,66,-3.71,-38.6,88.0,10.29
429,saint-louis,0,CH,1553194380,61,47.59,7.56,53.01,4.72
430,sibolga,76,ID,1553194443,100,1.74,98.78,68.22,1.59
431,aksu,0,KZ,1553191200,92,52.04,76.93,23.0,6.71
432,kanina,8,CD,1553194444,81,-10.73,25.47,69.84,3.15
433,farmington,90,US,1553194013,86,36.73,-108.21,42.8,13.87
434,pangnirtung,40,CA,1553191200,50,66.15,-65.72,-18.41,2.24
435,pontianak,32,ID,1553194448,94,-0.02,109.34,79.74,7.4
436,resavica,20,RS,1553194449,73,44.04,21.58,45.27,2.59
437,hovd,40,NO,1553194311,52,63.83,10.7,41.0,19.46
438,santa maria,0,BR,1553191200,40,-29.69,-53.81,71.6,9.17
439,guerrero negro,56,MX,1553194451,51,27.97,-114.04,65.97,10.87
440,iqaluit,20,CA,1553194366,69,63.75,-68.52,-7.01,2.24
441,pimenta bueno,44,BR,1553194452,77,-11.68,-61.19,84.87,2.93
442,bathsheba,40,BB,1553191200,62,13.22,-59.52,84.2,14.99
443,spas-demensk,64,RU,1553194452,86,54.41,34.03,30.33,3.49
444,haines junction,0,CA,1553194453,91,60.75,-137.51,30.42,2.71
445,sajanan,75,TN,1553191200,100,37.06,9.24,51.8,2.24
446,ahuimanu,20,US,1553194441,77,21.44,-157.84,75.0,8.19
447,bossangoa,12,CF,1553194453,27,6.5,17.45,92.43,7.63
448,las choapas,75,MX,1553190300,74,17.91,-94.09,78.8,13.87
449,taltal,0,CL,1553194457,75,-25.41,-70.49,71.1,3.49
450,meulaboh,8,ID,1553194457,100,4.14,96.13,78.3,2.71
451,rock springs,1,US,1553190840,55,41.59,-109.2,37.4,12.75
452,wuda,0,CN,1553194458,73,39.5,106.72,15.57,3.49
453,anadyr,20,RU,1553194391,74,64.73,177.51,-22.01,13.42
454,laguna,5,MX,1553190120,18,27.52,-110.01,82.4,6.93
455,balkanabat,80,TM,1553194459,86,39.51,54.36,43.65,3.15
456,kiunga,8,PG,1553194459,90,-6.12,141.3,75.6,1.7
457,bellefontaine,90,US,1553194309,81,40.36,-83.76,50.0,5.82
458,kiama,90,AU,1553194327,100,-34.67,150.86,70.0,3.36
459,drakino,76,RU,1553194460,95,54.04,43.26,32.49,5.06
460,borger,90,NL,1553194406,87,52.92,6.79,50.0,5.82
461,verkhnyaya inta,80,RU,1553194460,81,65.99,60.32,28.44,6.4
462,godeanu,36,RO,1553194460,89,44.8,22.61,41.49,1.81
463,santa ines,20,EC,1553193987,55,-0.82,-78.63,73.4,8.05
464,byron bay,88,AU,1553194217,94,-28.65,153.62,73.0,5.84
465,basmat,0,IN,1553194462,45,19.33,77.16,73.8,3.94
466,encruzilhada,92,BR,1553194462,98,-15.53,-40.91,72.09,4.61
467,wewak,64,PG,1553194462,98,-3.55,143.63,75.87,3.6
468,ganganagar,68,IN,1553194462,35,16.78,77.13,81.54,4.5
469,kununurra,24,AU,1553191200,78,-15.77,128.74,82.4,9.19
470,carutapera,92,BR,1553194464,99,-1.2,-46.02,78.66,4.38
471,thinadhoo,20,MV,1553194229,100,0.53,72.93,85.77,8.3
472,alakurtti,68,RU,1553194224,95,66.96,30.34,28.99,5.01
473,sucha beskidzka,75,PL,1553194432,70,49.74,19.59,48.99,5.82
474,caibarien,75,CU,1553190720,39,22.52,-79.47,84.2,9.17
475,burgeo,0,CA,1553194465,96,47.61,-57.61,31.41,14.79
476,monte alegre,32,BR,1553194466,88,-2.0,-54.07,83.52,0.81
477,san andres,56,PH,1553194469,100,13.32,122.68,80.64,9.64
478,zhezkazgan,0,KZ,1553194470,57,47.8,67.71,23.76,5.95
479,gat,0,SN,1553193000,73,14.69,-16.54,73.4,14.99
480,oranjestad,75,AW,1553191200,66,12.52,-70.03,84.2,18.34
481,fairbanks,40,US,1553194352,62,64.84,-147.72,36.0,2.48
482,orlik,8,RU,1553194471,67,52.51,99.83,-5.76,1.92
483,charlestown,90,US,1553194444,75,41.38,-71.64,48.99,11.41
484,koryukivka,0,UA,1553194472,75,51.77,32.25,36.54,7.4
485,huanren,0,CN,1553194472,73,41.26,125.37,17.73,4.16
486,dudinka,80,RU,1553194472,93,69.41,86.18,24.12,9.98
487,kosikha,0,RU,1553191200,58,53.36,84.58,28.4,6.71
488,aklavik,75,CA,1553191200,78,68.22,-135.01,17.6,18.34
489,havoysund,0,NO,1553192400,63,71.0,24.66,30.2,10.29
490,tabuk,0,PH,1553194473,83,17.41,121.44,57.87,1.7
491,eidfjord,8,NO,1553194473,85,60.47,7.07,25.83,3.27
492,ouricuri,48,BR,1553194317,79,-7.88,-40.08,81.72,8.75
493,aqtobe,0,KZ,1553191200,86,50.28,57.21,28.4,3.04
494,padrauna,5,IN,1553189400,72,26.9,83.98,66.2,1.12
495,palauig,0,PH,1553194475,100,15.44,119.9,71.46,3.15
496,itoman,75,JP,1553194391,88,26.12,127.67,75.2,10.29
497,silveira,0,PT,1553194238,67,39.11,-9.36,63.0,9.17
498,nome,1,US,1553194435,26,30.04,-94.42,75.0,3.6
499,jiuquan,0,CN,1553194480,58,39.73,98.49,7.56,2.15
500,wattegama,12,LK,1553194481,94,7.35,80.68,70.02,3.94
501,sabha,0,LY,1553194314,36,27.03,14.43,70.47,8.41
502,touros,40,BR,1553191200,62,-5.2,-35.46,89.6,12.75
503,yeppoon,40,AU,1553191200,94,-23.13,150.74,73.4,3.04
504,yar-sale,44,RU,1553194485,82,66.83,70.83,21.24,11.88
505,maningrida,48,AU,1553194485,92,-12.05,134.23,78.48,7.63
506,ukiah,90,US,1553194466,81,39.15,-123.21,57.0,3.36
507,vilyuysk,0,RU,1553194489,51,63.75,121.63,-9.81,4.61
508,sao felix do xingu,8,BR,1553194489,71,-6.64,-51.99,86.13,2.71
509,piacabucu,20,BR,1553194251,97,-10.41,-36.43,81.54,4.5
510,clyde river,5,CA,1553191200,68,70.47,-68.59,-18.41,2.24
511,sisimiut,12,GL,1553194372,70,66.94,-53.67,-11.16,2.15
512,challans,0,FR,1553194326,71,46.85,-1.88,54.0,4.7
513,honiara,44,SB,1553194490,100,-9.43,159.96,72.81,1.81
514,lufilufi,20,WS,1553191200,94,-13.87,-171.6,77.0,4.7
515,derzhavinsk,0,KZ,1553194493,74,51.1,66.31,23.4,6.96
516,inuvik,90,CA,1553191200,78,68.36,-133.71,17.6,12.75
517,cibitoke,32,BI,1553194494,98,-2.89,29.12,60.48,1.36
518,wanning,0,AT,1553194483,45,48.64,13.53,48.2,5.82
519,grand gaube,40,MU,1553194441,78,-20.01,57.66,82.4,6.93
520,lerwick,0,GB,1553192400,81,60.15,-1.15,44.6,8.05
521,birjand,20,IR,1553191200,52,32.86,59.22,44.6,6.93
522,obihiro,20,JP,1553194498,89,42.92,143.2,36.81,13.78
523,serebryansk,0,KZ,1553194499,63,49.68,83.3,13.77,2.04
524,rio grande,20,BR,1553191200,33,-32.03,-52.1,73.4,8.05
525,port-gentil,20,GA,1553191200,83,-0.72,8.78,84.2,6.93
526,taoudenni,88,ML,1553194501,9,22.68,-3.98,84.15,0.58
527,kyshtovka,0,RU,1553194501,84,56.56,76.62,20.7,12.55
528,benguela,68,AO,1553194502,95,-12.58,13.4,82.35,6.06
529,puro,56,PH,1553194502,89,13.13,123.76,71.82,3.49
530,ostersund,20,SE,1553194308,62,63.18,14.64,32.0,17.22
531,araouane,0,ML,1553194504,11,18.9,-3.53,86.94,5.06
532,ashford,75,GB,1553194305,76,51.15,0.87,57.2,5.82
533,bosobolo,8,CD,1553194505,78,4.19,19.88,81.0,2.93
534,altay,0,CN,1553194505,58,47.83,88.13,0.81,2.15
535,novobirilyussy,44,RU,1553194506,84,56.95,90.69,20.7,6.4
536,grand-lahou,20,CI,1553194506,69,5.24,-5.0,85.32,9.31
537,port said,20,EG,1553194507,20,25.34,30.55,73.26,10.09
538,ust-omchug,68,RU,1553194507,78,61.13,149.63,-9.9,2.59
539,tecoanapa,5,MX,1553190420,66,16.99,-99.26,86.0,6.93
540,carbonia,0,IT,1553192400,51,39.17,8.53,60.8,11.41
541,kargasok,36,RU,1553194511,81,59.06,80.87,30.69,9.42
542,nueva gerona,0,CU,1553194242,83,21.88,-82.8,78.21,12.1
543,chunskiy,56,RU,1553194514,86,56.08,99.63,19.8,2.71
544,merauke,80,ID,1553194515,91,-8.49,140.4,81.36,16.46
545,sept-iles,75,CA,1553194108,80,50.2,-66.38,34.0,13.87
546,mount pleasant,1,US,1553194399,26,33.16,-94.97,75.0,10.29
547,susanville,1,US,1553194368,49,40.42,-120.65,48.2,12.75
548,sabang,8,PH,1553194516,98,13.72,123.58,73.35,6.4
549,maniitsoq,32,GL,1553194517,100,65.42,-52.9,-2.7,5.5
550,ushtobe,20,KZ,1553194517,78,45.25,77.98,30.33,2.15
551,turayf,20,SA,1553191200,38,31.68,38.65,60.8,17.22
552,marystown,12,CA,1553193716,100,47.17,-55.16,39.99,16.35
